Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level,Anonymity_at_±5min,Anonymity_at_±10min,Anonymity_at_±15min,Anonymity_at_±20min
COMMUTER_member_Mass Ave/Lafayette Square~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32085,M32011,M32011,M32085,01:07,01:07,17:15,2025-10-26,2025-10-26,0,16h 8m,5C7651997FCA4755,61DC1E5A4B2278EE,2,Arrival times within ±0 minutes,"(member, Mass Ave/Lafayette Square -> Central Square at Mass Ave / Essex St, ~64)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_955 Mass Ave~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32073,M32011,M32011,M32073,07:00,07:00,20:26,2025-10-10,2025-10-10,0,13h 26m,30ABA280877A2C96,394D86CE66367C58,2,Arrival times within ±0 minutes,"(member, 955 Mass Ave -> Central Square at Mass Ave / Essex St, ~416)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Charlestown Navy Yard~Child Street at Brian P. Murphy Staircase,HIGH,Matched Outbound + Return Journey,member,D32039,M32049,M32049,D32039,11:47,11:47,17:34,2025-10-01,2025-10-01,0,5h 47m,C054B2160BD83BB2,716B1643F642ECDB,2,Arrival times within ±1 minutes,"(member, Charlestown Navy Yard -> Child Street at Brian P. Murphy Staircase, ~704)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~Harvard Stadium: N. Harvard St at Soldiers Field Rd,HIGH,Matched Outbound + Return Journey,casual,M32024,A32052,A32052,M32024,09:34,09:34,20:25,2025-10-11,2025-10-11,0,10h 51m,2AA807C24B48F287,FB2F91F2BE22F56C,2,Arrival times within ±3 minutes,"(casual, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> Harvard Stadium: N. Harvard St at Soldiers Field Rd, ~568)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_Ames St at Main St~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32037,M32011,M32011,M32037,15:45,15:45,22:14,2025-10-22,2025-10-22,0,6h 29m,242D87BB43E10EDC,FE165F1029BB862C,2,Arrival times within ±5 minutes,"(member, Ames St at Main St -> Central Square at Mass Ave / Essex St, ~944)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,4
COMMUTER_member_Lower Cambridgeport at Magazine St / Riverside Rd~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32022,M32011,M32011,M32022,07:15,07:15,16:52,2025-10-06,2025-10-06,0,9h 37m,DC9E4896B6C4598D,406E16ED23089B79,2,Arrival times within ±4 minutes,"(member, Lower Cambridgeport at Magazine St / Riverside Rd -> Central Square at Mass Ave / Essex St, ~432)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,3
COMMUTER_member_359 Broadway - Broadway at Fayette Street~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32026,M32011,M32011,M32026,08:44,08:44,22:04,2025-10-16,2025-10-16,0,13h 20m,D9B4E8313155871B,588A233F4D97612C,2,Arrival times within ±3 minutes,"(member, 359 Broadway - Broadway at Fayette Street -> Central Square at Mass Ave / Essex St, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,4,4
COMMUTER_member_East Somerville Library (Broadway and Illinois)~Spaulding Rehabilitation Hospital - Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,S32017,D32023,D32023,S32017,07:59,07:59,13:36,2025-10-30,2025-10-30,0,5h 37m,670F6BB7D2421DED,F4A04432F9A7CCAF,2,Arrival times within ±3 minutes,"(member, East Somerville Library (Broadway and Illinois) -> Spaulding Rehabilitation Hospital - Charlestown Navy Yard, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Damrell St at Old Colony~Fan Pier,HIGH,Matched Outbound + Return Journey,member,C32069,A32000,A32000,C32069,08:24,08:24,16:41,2025-10-27,2025-10-27,0,8h 17m,C71F4BC1367C0A6A,669822BBE94A0AAC,2,Arrival times within ±4 minutes,"(member, Damrell St at Old Colony -> Fan Pier, ~504)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,5,8,6
COMMUTER_member_MLK Blvd at Washington St~NCAAA - Walnut Ave at Crawford St,HIGH,Matched Outbound + Return Journey,member,B32023,B32027,B32027,B32023,12:23,12:23,22:42,2025-10-05,2025-10-05,0,10h 19m,5D2D5BD69DCFFD99,E950CA893E9FB387,2,Arrival times within ±1 minutes,"(member, MLK Blvd at Washington St -> NCAAA - Walnut Ave at Crawford St, ~736)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Grove St at Community Path~Gilman Square T at Medford St,HIGH,Matched Outbound + Return Journey,member,S32019,S32046,S32046,S32019,14:16,14:16,18:36,2025-10-05,2025-10-05,0,4h 20m,8DCEA88E8B528823,604194ADBB699988,2,Arrival times within ±0 minutes,"(member, Grove St at Community Path -> Gilman Square T at Medford St, ~856)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,3,4
COMMUTER_casual_Grove St at Community Path~Gilman Square T at Medford St,HIGH,Matched Outbound + Return Journey,casual,S32019,S32046,S32046,S32019,08:19,08:19,16:22,2025-10-15,2025-10-15,0,8h 3m,97EDD1B340F35D1F,461AA79824FFC1D7,2,Arrival times within ±3 minutes,"(casual, Grove St at Community Path -> Gilman Square T at Medford St, ~496)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,2
COMMUTER_member_B.U. Central T Stop - 725 Commonwealth Ave~Commonwealth Ave At Babcock St,HIGH,Matched Outbound + Return Journey,member,A32003,K32006,K32006,A32003,12:12,12:12,23:51,2025-10-17,2025-10-17,0,11h 39m,BDC56D237C7630BB,2347881BB529966E,2,Arrival times within ±1 minutes,"(member, B.U. Central T Stop - 725 Commonwealth Ave -> Commonwealth Ave At Babcock St, ~728)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Chestnut St at Poplar St~Old Morse Park at Putnam Ave,HIGH,Matched Outbound + Return Journey,member,S32053,M32076,M32076,S32053,10:40,10:40,22:06,2025-10-27,2025-10-27,0,11h 26m,735A9B900CDD81D6,36992C143080A0EF,2,Arrival times within ±0 minutes,"(member, Chestnut St at Poplar St -> Old Morse Park at Putnam Ave, ~640)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,8,2
COMMUTER_member_Lewis Wharf at Atlantic Ave~Surface Rd at India St,HIGH,Matched Outbound + Return Journey,member,D32006,A32013,A32013,D32006,08:54,08:54,17:54,2025-10-17,2025-10-17,0,9h 0m,6B7CCF94052455B1,E36D3A08841BED91,2,Arrival times within ±4 minutes,"(member, Lewis Wharf at Atlantic Ave -> Surface Rd at India St, ~528)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,5,5,6
COMMUTER_member_Beacon St at Massachusetts Ave~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,B32016,D32016,D32016,B32016,17:34,17:34,23:50,2025-10-03,2025-10-03,0,6h 16m,9BFDA56D2DD1D667,C75E80E1D7312A99,2,Arrival times within ±5 minutes,"(member, Beacon St at Massachusetts Ave -> Charles Circle - Charles St at Cambridge St, ~1048)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,4,4
COMMUTER_member_Washington Sq~Coolidge Corner - Beacon St at Centre St,HIGH,Matched Outbound + Return Journey,member,K32011,K32001,K32001,K32011,10:44,10:44,17:31,2025-10-29,2025-10-29,0,6h 47m,85BD158228002CDB,B00D991E7DFC3A2C,2,Arrival times within ±3 minutes,"(member, Washington Sq -> Coolidge Corner - Beacon St at Centre St, ~640)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_Longwood Ave at Binney St~Coolidge Corner - Beacon St at Centre St,HIGH,Matched Outbound + Return Journey,member,A32004,K32001,K32001,A32004,09:51,09:51,16:36,2025-10-26,2025-10-26,0,6h 45m,28AC8A423F4127D0,C36E01531030DEB0,2,Arrival times within ±4 minutes,"(member, Longwood Ave at Binney St -> Coolidge Corner - Beacon St at Centre St, ~584)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,1,2,2
COMMUTER_member_Jackson Square T Stop~Jamaicaway at Perkins St,HIGH,Matched Outbound + Return Journey,member,E32006,E32002,E32002,E32006,08:37,08:37,20:13,2025-10-25,2025-10-25,0,11h 36m,A7F944E4A06833A5,BA6E0B11CC255835,2,Arrival times within ±0 minutes,"(member, Jackson Square T Stop -> Jamaicaway at Perkins St, ~512)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Washington St at Corey Rd~Coolidge Corner - Beacon St at Centre St,HIGH,Matched Outbound + Return Journey,member,A32037,K32001,K32001,A32037,19:24,19:24,23:30,2025-10-17,2025-10-17,0,4h 6m,33663F1D5B0A682B,C10F375E0F882BF4,2,Arrival times within ±0 minutes,"(member, Washington St at Corey Rd -> Coolidge Corner - Beacon St at Centre St, ~1160)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,5
COMMUTER_member_Washington St at Rutland St~Back Bay T Stop - Dartmouth St at Stuart St,HIGH,Matched Outbound + Return Journey,member,C32006,C32003,C32003,C32006,17:12,17:12,23:28,2025-10-09,2025-10-09,0,6h 16m,C4A4CA5F83A3D961,C02654219B143DF8,2,Arrival times within ±2 minutes,"(member, Washington St at Rutland St -> Back Bay T Stop - Dartmouth St at Stuart St, ~1032)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,5,7,7
COMMUTER_casual_Seaport Square - Seaport Blvd at Northern Ave~W Broadway at D St,HIGH,Matched Outbound + Return Journey,casual,B32007,C32029,C32029,B32007,11:31,11:31,15:45,2025-10-05,2025-10-05,0,4h 14m,540EC2512BCBB83C,A19746967EB20F1B,2,Arrival times within ±0 minutes,"(casual, Seaport Square - Seaport Blvd at Northern Ave -> W Broadway at D St, ~688)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,2
COMMUTER_casual_Washington St at Rutland St~Back Bay T Stop - Dartmouth St at Stuart St,HIGH,Matched Outbound + Return Journey,casual,C32006,C32003,C32003,C32006,07:25,07:25,14:15,2025-10-07,2025-10-07,0,6h 50m,61BD27F81A3A5F8F,72A471A1F9989D80,2,Arrival times within ±0 minutes,"(casual, Washington St at Rutland St -> Back Bay T Stop - Dartmouth St at Stuart St, ~440)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Chinatown T Stop~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,D32019,D32016,D32016,D32019,12:15,12:15,16:52,2025-10-23,2025-10-23,0,4h 37m,0A81D4F36C6A888F,FAD229ECDFAFE217,2,Arrival times within ±2 minutes,"(member, Chinatown T Stop -> Charles Circle - Charles St at Cambridge St, ~728)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,1,3
COMMUTER_member_Union Square - Brighton Ave at Cambridge St~New Balance - 20 Guest St,HIGH,Matched Outbound + Return Journey,member,A32001,D32001,D32001,A32001,09:17,09:17,17:03,2025-10-29,2025-10-29,0,7h 46m,8F82D96CDB1A2F2A,68F9CFAB7AD74EB1,2,Arrival times within ±3 minutes,"(member, Union Square - Brighton Ave at Cambridge St -> New Balance - 20 Guest St, ~552)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,1,2
COMMUTER_casual_Lower Cambridgeport at Magazine St / Riverside Rd~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,casual,M32022,M32017,M32017,M32022,07:59,07:59,17:12,2025-10-01,2025-10-01,0,9h 13m,F21E93D569DAA5DD,6F532C4A0395E7D9,2,Arrival times within ±2 minutes,"(casual, Lower Cambridgeport at Magazine St / Riverside Rd -> Harvard Square at Brattle St / Eliot St, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Washington St at Northampton St,HIGH,Matched Outbound + Return Journey,member,B32002,C32072,C32072,B32002,13:18,13:18,17:22,2025-10-01,2025-10-01,0,4h 4m,5B50FB5244500E88,59FBFA44C678CDA3,2,Arrival times within ±4 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Washington St at Northampton St, ~792)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,3,3
COMMUTER_member_Congress St at Northern Ave~ID Building West,HIGH,Matched Outbound + Return Journey,member,C32032,C32021,C32021,C32032,09:05,09:05,16:52,2025-10-06,2025-10-06,0,7h 47m,001F51270AE2F9EB,14C4CED540C0A7C9,2,Arrival times within ±1 minutes,"(member, Congress St at Northern Ave -> ID Building West, ~544)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,7,7,7
COMMUTER_member_Staniford St at Merrimac St~Clarendon St at Newbury St,HIGH,Matched Outbound + Return Journey,member,A32024,D32047,D32047,A32024,09:26,09:26,21:19,2025-10-27,2025-10-27,0,11h 53m,DCE5CBF3B05AA800,7586484755EC1BAE,2,Arrival times within ±1 minutes,"(member, Staniford St at Merrimac St -> Clarendon St at Newbury St, ~560)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,4,2
COMMUTER_member_Mass Ave at Albany St~Clarendon St at Newbury St,HIGH,Matched Outbound + Return Journey,member,M32061,D32047,D32047,M32061,08:45,08:45,18:35,2025-10-23,2025-10-23,0,9h 50m,F757DB849909BE63,160450DEE45499BF,2,Arrival times within ±2 minutes,"(member, Mass Ave at Albany St -> Clarendon St at Newbury St, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,4,8,8
COMMUTER_casual_Main St at Baldwin St~Main St at Baldwin St,HIGH,Matched Outbound + Return Journey,casual,D32036,D32036,D32036,D32036,12:26,12:26,20:02,2025-10-25,2025-10-25,0,7h 36m,6B2EACD562369AAA,BC19C32E7C7BAAB5,2,Arrival times within ±1 minutes,"(casual, Main St at Baldwin St -> Main St at Baldwin St, ~744)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Sidney Research Campus/Erie Street at Waverly~MIT Carleton St at Amherst St,HIGH,Matched Outbound + Return Journey,member,M32047,M32070,M32070,M32047,09:02,09:02,17:52,2025-10-29,2025-10-29,0,8h 50m,A66A210ADA3ADCF0,D52F476E4804F301,2,Arrival times within ±4 minutes,"(member, Sidney Research Campus/Erie Street at Waverly -> MIT Carleton St at Amherst St, ~536)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,1,1,1
COMMUTER_member_Perry Park~Mass Ave at Hadley/Walden,HIGH,Matched Outbound + Return Journey,member,S32034,M32056,M32056,S32034,08:29,08:29,17:35,2025-10-29,2025-10-29,0,9h 6m,5AB17A621EEACCAD,0303EDC46C117490,2,Arrival times within ±5 minutes,"(member, Perry Park -> Mass Ave at Hadley/Walden, ~504)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,2,5
COMMUTER_member_Lewis Wharf at Atlantic Ave~Spaulding Rehabilitation Hospital - Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,D32006,D32023,D32023,D32006,07:34,07:34,16:53,2025-10-08,2025-10-08,0,9h 19m,5EFBD3FDC144792A,12A39384965AB407,2,Arrival times within ±4 minutes,"(member, Lewis Wharf at Atlantic Ave -> Spaulding Rehabilitation Hospital - Charlestown Navy Yard, ~448)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,3
COMMUTER_member_Massachusetts Ave at Boylston St.~St Alphonsus St at Horadan Way,HIGH,Matched Outbound + Return Journey,member,B32065,B32071,B32071,B32065,02:47,02:47,08:32,2025-10-29,2025-10-29,0,5h 45m,E2711131B4ECF4BE,EDBA8E98284D75DF,2,Arrival times within ±0 minutes,"(member, Massachusetts Ave at Boylston St. -> St Alphonsus St at Horadan Way, ~160)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,4,4
COMMUTER_member_Western Ave at Everett St~Harvard Stadium: N. Harvard St at Soldiers Field Rd,HIGH,Matched Outbound + Return Journey,member,A32062,A32052,A32052,A32062,06:26,06:26,17:36,2025-10-24,2025-10-24,0,11h 10m,97C16CF2F26F065B,08E73A893DF935FB,2,Arrival times within ±1 minutes,"(member, Western Ave at Everett St -> Harvard Stadium: N. Harvard St at Soldiers Field Rd, ~384)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Sidney Research Campus/Erie Street at Waverly~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32047,M32011,M32011,M32047,10:15,10:15,21:23,2025-10-21,2025-10-21,0,11h 8m,DB554091A52C18C5,25C3E2BF82AEE56B,2,Arrival times within ±1 minutes,"(member, Sidney Research Campus/Erie Street at Waverly -> Central Square at Mass Ave / Essex St, ~608)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,2,3
COMMUTER_member_Harvard Kennedy School at Bennett St / Eliot St~Harvard Stadium: N. Harvard St at Soldiers Field Rd,HIGH,Matched Outbound + Return Journey,member,M32016,A32052,A32052,M32016,12:39,12:39,20:09,2025-10-06,2025-10-06,0,7h 30m,333BF6FC094FDB83,0A32C1F82CB27FB3,2,Arrival times within ±0 minutes,"(member, Harvard Kennedy School at Bennett St / Eliot St -> Harvard Stadium: N. Harvard St at Soldiers Field Rd, ~752)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Gore Street at Lambert Street~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32081,M32011,M32011,M32081,10:50,10:50,19:08,2025-10-15,2025-10-15,0,8h 18m,23F47459182597AF,B9A5E54D975C9E6A,2,Arrival times within ±5 minutes,"(member, Gore Street at Lambert Street -> Central Square at Mass Ave / Essex St, ~648)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,3,8
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,HIGH,Matched Outbound + Return Journey,member,B32002,C32022,C32022,B32002,13:02,13:02,18:14,2025-10-06,2025-10-06,0,5h 12m,928428315852AD96,4CFF4DD89834DC2B,2,Arrival times within ±0 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Newmarket Square T Stop - Massachusetts Ave at Newmarket Square, ~776)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~One Brigham Circle,HIGH,Matched Outbound + Return Journey,member,B32002,B32036,B32036,B32002,11:36,11:36,17:24,2025-10-24,2025-10-24,0,5h 48m,B9547764DC9ED6BB,3124592BFEEFF05E,2,Arrival times within ±0 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> One Brigham Circle, ~696)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_Shawmut Ave at Herald St~Albany St at E. Brookline St,HIGH,Matched Outbound + Return Journey,member,C32054,C32061,C32061,C32054,08:05,08:05,15:54,2025-10-10,2025-10-10,0,7h 49m,08EFE01419FB2483,7900D556A0603B54,2,Arrival times within ±1 minutes,"(member, Shawmut Ave at Herald St -> Albany St at E. Brookline St, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Lansdowne T Stop~HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,HIGH,Matched Outbound + Return Journey,member,B32058,B32003,B32003,B32058,06:36,06:36,15:27,2025-10-10,2025-10-10,0,8h 51m,32E7B7AB6A0BF79A,449114304BE352F7,2,Arrival times within ±0 minutes,"(member, Lansdowne T Stop -> HMS/HSPH - Avenue Louis Pasteur at Longwood Ave, ~392)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,6
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,HIGH,Matched Outbound + Return Journey,member,B32002,B32003,B32003,B32002,07:41,07:41,16:17,2025-10-01,2025-10-01,0,8h 36m,F8E3782291816719,53DAF1CF9E5275F8,2,Arrival times within ±3 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> HMS/HSPH - Avenue Louis Pasteur at Longwood Ave, ~456)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,1,3,1
COMMUTER_member_St. Alphonsus St at Tremont St~Washington Sq,HIGH,Matched Outbound + Return Journey,member,B32063,K32011,K32011,B32063,13:32,13:32,19:49,2025-10-28,2025-10-28,0,6h 17m,CABC747FA8B294A0,BCB289A39D83FB5D,2,Arrival times within ±0 minutes,"(member, St. Alphonsus St at Tremont St -> Washington Sq, ~808)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_B.U. Central T Stop - 725 Commonwealth Ave~Deerfield St at Commonwealth Ave,HIGH,Matched Outbound + Return Journey,casual,A32003,B32037,B32037,A32003,11:57,11:57,23:44,2025-10-07,2025-10-07,0,11h 47m,D764393F86BA2978,2FD0E8FB06AAA415,2,Arrival times within ±1 minutes,"(casual, B.U. Central T Stop - 725 Commonwealth Ave -> Deerfield St at Commonwealth Ave, ~712)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Cambridge Crossing at North First Street~One Broadway / Kendall Sq at Main St / 3rd St,HIGH,Matched Outbound + Return Journey,casual,M32077,M32003,M32003,M32077,07:58,07:58,15:25,2025-10-27,2025-10-27,0,7h 27m,99CB987842D39621,256D27D1BE086B0B,2,Arrival times within ±1 minutes,"(casual, Cambridge Crossing at North First Street -> One Broadway / Kendall Sq at Main St / 3rd St, ~472)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_B.U. Central T Stop - 725 Commonwealth Ave~Deerfield St at Commonwealth Ave,HIGH,Matched Outbound + Return Journey,member,A32003,B32037,B32037,A32003,10:51,10:51,16:20,2025-10-06,2025-10-06,0,5h 29m,DB935C3CAEC11CD1,4645634FADB67A5E,2,Arrival times within ±1 minutes,"(member, B.U. Central T Stop - 725 Commonwealth Ave -> Deerfield St at Commonwealth Ave, ~648)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_Gardner St at Harvard Ave~Deerfield St at Commonwealth Ave,HIGH,Matched Outbound + Return Journey,member,D32075,B32037,B32037,D32075,08:53,08:53,13:32,2025-10-16,2025-10-16,0,4h 39m,3C74AB6A8C4ACC3F,D5151F710145AD70,2,Arrival times within ±2 minutes,"(member, Gardner St at Harvard Ave -> Deerfield St at Commonwealth Ave, ~528)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,5,5,5
COMMUTER_member_Damrell St at Old Colony~Surface Rd at Summer St,HIGH,Matched Outbound + Return Journey,member,C32069,A32042,A32042,C32069,08:07,08:07,17:27,2025-10-28,2025-10-28,0,9h 20m,1F30016E999053DD,5122EF538B7D9E14,2,Arrival times within ±5 minutes,"(member, Damrell St at Old Colony -> Surface Rd at Summer St, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,5,7,7
COMMUTER_member_Kennedy-Longfellow School 158 Spring St~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,M32065,B32016,B32016,M32065,08:08,08:08,18:10,2025-10-02,2025-10-02,0,10h 2m,E689244A726E01E2,C8BA4055EA4F8733,2,Arrival times within ±5 minutes,"(member, Kennedy-Longfellow School 158 Spring St -> Beacon St at Massachusetts Ave, ~488)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,1,2,2
COMMUTER_member_Charles Circle - Charles St at Cambridge St~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,D32016,B32016,B32016,D32016,17:15,17:15,22:33,2025-10-08,2025-10-08,0,5h 18m,6A4C2CAFCD80183D,7AAACD4CAA6473B0,2,Arrival times within ±5 minutes,"(member, Charles Circle - Charles St at Cambridge St -> Beacon St at Massachusetts Ave, ~1032)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,9,10,19,17
