Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level,Anonymity_at_±5min,Anonymity_at_±10min,Anonymity_at_±15min,Anonymity_at_±20min
COMMUTER_member_Warren St at Chelsea St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,D32021,D32039,D32039,D32021,07:33,07:33,19:01,2025-10-06,2025-10-06,0,11h 28m,1CF6D4DEC0F69F5F,803FC35C5528A567,2,Arrival times within ±0 minutes,"(member, Warren St at Chelsea St -> Charlestown Navy Yard, ~452)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_Commonwealth Ave at Granby St~Park Dr at Buswell St,HIGH,Matched Outbound + Return Journey,member,B32060,A32008,A32008,B32060,11:04,11:04,18:05,2025-10-04,2025-10-04,0,7h 1m,CA7EDF649CA8BD19,1C35B6A34FC48D3B,2,Arrival times within ±1 minutes,"(member, Commonwealth Ave at Granby St -> Park Dr at Buswell St, ~664)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,3,3
COMMUTER_member_Tremont St at W. Dedham St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,C32060,B32002,B32002,C32060,07:33,07:33,18:30,2025-10-24,2025-10-24,0,10h 57m,FC46B2B310C5ADA6,F8D79EB3202BF125,2,Arrival times within ±0 minutes,"(member, Tremont St at W. Dedham St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~452)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,4,2
COMMUTER_member_Morgan Ave at North First St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,M32086,D32039,D32039,M32086,08:46,08:46,17:56,2025-10-01,2025-10-01,0,9h 10m,72549EAD6399D4A1,60528E3ABEAF11EA,2,Arrival times within ±1 minutes,"(member, Morgan Ave at North First St -> Charlestown Navy Yard, ~526)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,6,15,17
COMMUTER_member_St Alphonsus St at Horadan Way~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,B32071,B32002,B32002,B32071,06:57,06:57,12:36,2025-10-29,2025-10-29,0,5h 39m,5CD27927ABA3B97B,A438DAC4D9ECF3E5,2,Arrival times within ±1 minutes,"(member, St Alphonsus St at Horadan Way -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~416)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,8,8,8
COMMUTER_member_MIT Hayward St at Amherst St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,M32071,D32039,D32039,M32071,08:58,08:58,17:15,2025-10-01,2025-10-01,0,8h 17m,625160A847510561,9EC8979587259887,2,Arrival times within ±1 minutes,"(member, MIT Hayward St at Amherst St -> Charlestown Navy Yard, ~538)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,6,6
COMMUTER_member_Lower Cambridgeport at Magazine St / Riverside Rd~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,member,M32022,A32056,A32056,M32022,10:17,10:17,17:13,2025-10-01,2025-10-01,0,6h 56m,77F1B5B800E957F3,DF18827143787145,2,Arrival times within ±0 minutes,"(member, Lower Cambridgeport at Magazine St / Riverside Rd -> Riverway at Brookline Ave, ~616)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,3
COMMUTER_casual_MIT at Mass Ave / Amherst St~Park Dr at Buswell St,HIGH,Matched Outbound + Return Journey,casual,M32006,A32008,A32008,M32006,11:17,11:17,17:28,2025-10-19,2025-10-19,0,6h 11m,FB357C30F4C4C190,456C7B7A3AC70085,2,Arrival times within ±0 minutes,"(casual, MIT at Mass Ave / Amherst St -> Park Dr at Buswell St, ~676)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Forest Hills~S Huntington Ave at Heath St,HIGH,Matched Outbound + Return Journey,member,E32010,E32007,E32007,E32010,05:32,05:32,13:57,2025-10-01,2025-10-01,0,8h 25m,B8A445FD63094BCB,7FFF431528B94E69,2,Arrival times within ±1 minutes,"(member, Forest Hills -> S Huntington Ave at Heath St, ~332)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Parker St at Huntington Ave~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,Z32997,B32002,B32002,Z32997,11:39,11:39,20:55,2025-10-25,2025-10-25,0,9h 16m,1CBF54D75945C987,2235EE237C98FC35,2,Arrival times within ±0 minutes,"(member, Parker St at Huntington Ave -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~698)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Washington St at Melnea Cass Blvd~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,B32026,B32002,B32002,B32026,09:36,09:36,17:47,2025-10-21,2025-10-21,0,8h 11m,4A6452CD7F19A227,937C344C16FF3D90,2,Arrival times within ±0 minutes,"(member, Washington St at Melnea Cass Blvd -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~576)",Same member type + route + precise arrival time + return journey = clear person identification,1,100.0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,4
COMMUTER_casual_Washington St at Melnea Cass Blvd~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,casual,B32026,B32002,B32002,B32026,13:31,13:31,20:16,2025-10-05,2025-10-05,0,6h 45m,33B0C371C5475018,49E676831ADF71B2,2,Arrival times within ±1 minutes,"(casual, Washington St at Melnea Cass Blvd -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~810)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,5
COMMUTER_member_Hyde Square - Centre St at Perkins St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,E32003,B32002,B32002,E32003,07:11,07:11,20:21,2025-10-15,2025-10-15,0,13h 10m,2C634C1E921DDF6F,59050BF095ADD2FE,2,Arrival times within ±1 minutes,"(member, Hyde Square - Centre St at Perkins St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~430)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,4,5
COMMUTER_member_Main St at Austin St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,D32020,D32039,D32039,D32020,10:19,10:19,15:16,2025-10-18,2025-10-18,0,4h 57m,4DCB59DA0171DDD6,1576B6E0A056B009,2,Arrival times within ±1 minutes,"(member, Main St at Austin St -> Charlestown Navy Yard, ~618)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,3
COMMUTER_member_Tappan St at Brookline Hills MBTA~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,member,K32008,A32056,A32056,K32008,06:57,06:57,15:47,2025-10-23,2025-10-23,0,8h 50m,C3F9746B4B0B8694,E95EF1A02446B68B,2,Arrival times within ±1 minutes,"(member, Tappan St at Brookline Hills MBTA -> Riverway at Brookline Ave, ~416)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,9,9,9
COMMUTER_member_Roxbury Crossing T Stop - Columbus Ave at Tremont St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,C32001,B32002,B32002,C32001,09:37,09:37,15:12,2025-10-17,2025-10-17,0,5h 35m,329EF8ABEAA0E144,8140E984130C1F99,2,Arrival times within ±0 minutes,"(member, Roxbury Crossing T Stop - Columbus Ave at Tremont St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~576)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,5,4
COMMUTER_casual_Roxbury Crossing T Stop - Columbus Ave at Tremont St~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,casual,C32001,B32002,B32002,C32001,11:42,11:42,19:59,2025-10-29,2025-10-29,0,8h 17m,73758D2C1A27E998,D01727CBF5785E36,2,Arrival times within ±0 minutes,"(casual, Roxbury Crossing T Stop - Columbus Ave at Tremont St -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~702)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,4,3
COMMUTER_casual_Roxbury Crossing T Stop - Columbus Ave at Tremont St~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,casual,C32001,A32056,A32056,C32001,05:20,05:20,14:08,2025-10-02,2025-10-02,0,8h 48m,1514E8FC87A558F9,77B3D501051AD457,2,Arrival times within ±1 minutes,"(casual, Roxbury Crossing T Stop - Columbus Ave at Tremont St -> Riverway at Brookline Ave, ~320)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,3
COMMUTER_member_699 Mt Auburn St~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,member,M32054,A32056,A32056,M32054,08:18,08:18,17:15,2025-10-21,2025-10-21,0,8h 57m,3BA09647F145651D,E61C2C06F4041D61,2,Arrival times within ±0 minutes,"(member, 699 Mt Auburn St -> Riverway at Brookline Ave, ~498)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,3
COMMUTER_member_Boylston St at Jersey St~Riverway at Brookline Ave,HIGH,Matched Outbound + Return Journey,member,B32034,A32056,A32056,B32034,06:24,06:24,18:25,2025-10-21,2025-10-21,0,12h 1m,244FA71DD8496433,4549377A2B72C1C5,2,Arrival times within ±1 minutes,"(member, Boylston St at Jersey St -> Riverway at Brookline Ave, ~384)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,6
COMMUTER_member_Silber Way~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,D32032,B32016,B32016,D32032,14:41,14:41,19:15,2025-10-24,2025-10-24,0,4h 34m,46BCF0734BD73DB5,9CB983E63BE1EB74,2,Arrival times within ±1 minutes,"(member, Silber Way -> Beacon St at Massachusetts Ave, ~880)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Soldiers Field Park - 111 Western Ave~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,casual,A32006,B32016,B32016,A32006,13:02,13:02,17:47,2025-10-19,2025-10-19,0,4h 45m,7E6A3796BC6B8799,5AD62850D9BF5BB1,2,Arrival times within ±0 minutes,"(casual, Soldiers Field Park - 111 Western Ave -> Beacon St at Massachusetts Ave, ~782)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_Central Square at Mass Ave / Essex St~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,M32011,B32016,B32016,M32011,13:56,13:56,21:08,2025-10-18,2025-10-18,0,7h 12m,3C8D06F3CE03B72B,EE873EC471AE2174,2,Arrival times within ±0 minutes,"(member, Central Square at Mass Ave / Essex St -> Beacon St at Massachusetts Ave, ~836)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Commonwealth Ave at Granby St~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,member,B32060,B32016,B32016,B32060,13:34,13:34,17:46,2025-10-28,2025-10-28,0,4h 12m,1D3CE321899352D6,BAE93E218C6370EF,2,Arrival times within ±0 minutes,"(member, Commonwealth Ave at Granby St -> Beacon St at Massachusetts Ave, ~814)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,4,3
COMMUTER_member_Goodhue St at Grove St~Salem MBTA - Lower Level,HIGH,Matched Outbound + Return Journey,member,T32014,T32012,T32012,T32014,08:46,08:46,17:08,2025-10-29,2025-10-29,0,8h 22m,C97C47B1B68B80D9,832DA3E14B911272,2,Arrival times within ±1 minutes,"(member, Goodhue St at Grove St -> Salem MBTA - Lower Level, ~526)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Harvard Stadium: N. Harvard St at Soldiers Field Rd~Beacon St at Massachusetts Ave,HIGH,Matched Outbound + Return Journey,casual,A32052,B32016,B32016,A32052,09:43,09:43,15:59,2025-10-18,2025-10-18,0,6h 16m,D4FC3F7BF28862E3,9DEB9D3A84F9193E,2,Arrival times within ±0 minutes,"(casual, Harvard Stadium: N. Harvard St at Soldiers Field Rd -> Beacon St at Massachusetts Ave, ~582)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Davis Square~Teele Square,HIGH,Matched Outbound + Return Journey,member,S32006,S32011,S32011,S32006,10:03,10:03,17:10,2025-10-16,2025-10-16,0,7h 7m,EF3907C2C6A81E98,361DC29BF4C1F365,2,Arrival times within ±0 minutes,"(member, Davis Square -> Teele Square, ~602)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,6,6,7
COMMUTER_member_Salem MBTA - Washington at Federal St~Salem State University - North Campus,HIGH,Matched Outbound + Return Journey,member,T32005,T32009,T32009,T32005,08:25,08:25,16:02,2025-10-30,2025-10-30,0,7h 37m,4EA4EBCC96063DCE,4229161689B25D95,2,Arrival times within ±1 minutes,"(member, Salem MBTA - Washington at Federal St -> Salem State University - North Campus, ~504)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,4,10,4
COMMUTER_member_Commonwealth Ave at Griggs St~Brighton Ave at Linden St,HIGH,Matched Outbound + Return Journey,member,A32017,D32058,D32058,A32017,14:45,14:45,20:19,2025-10-01,2025-10-01,0,5h 34m,AE318FB01E6EC9C6,92BAC1C4E98363ED,2,Arrival times within ±1 minutes,"(member, Commonwealth Ave at Griggs St -> Brighton Ave at Linden St, ~884)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,1,2,1,2
COMMUTER_member_Silber Way~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,member,D32032,B32060,B32060,D32032,13:00,13:00,19:16,2025-10-30,2025-10-30,0,6h 16m,EBC73E96E105476A,2BB2DE77206FA958,2,Arrival times within ±1 minutes,"(member, Silber Way -> Commonwealth Ave at Granby St, ~780)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,4,5
COMMUTER_member_Porter Square Station~Linear Park - Mass. Ave. at Cameron Ave. ,HIGH,Matched Outbound + Return Journey,member,M32029,M32025,M32025,M32029,11:47,11:47,18:25,2025-10-19,2025-10-19,0,6h 38m,E4F047AB6854BED0,B08A0270F90E2D0A,2,Arrival times within ±1 minutes,"(member, Porter Square Station -> Linear Park - Mass. Ave. at Cameron Ave. , ~706)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Commonwealth Ave at Granby St~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,casual,B32060,B32060,B32060,B32060,02:16,02:16,16:48,2025-10-11,2025-10-11,0,14h 32m,D3398BC220DB130A,1405E004535A63CF,2,Arrival times within ±0 minutes,"(casual, Commonwealth Ave at Granby St -> Commonwealth Ave at Granby St, ~136)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,3,2
COMMUTER_casual_Parker St at Huntington Ave~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,casual,Z32997,B32060,B32060,Z32997,15:24,15:24,23:22,2025-10-30,2025-10-30,0,7h 58m,C0686FBB9182F575,35409B4952800708,2,Arrival times within ±0 minutes,"(casual, Parker St at Huntington Ave -> Commonwealth Ave at Granby St, ~924)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Davis Square~Linear Park - Mass. Ave. at Cameron Ave. ,HIGH,Matched Outbound + Return Journey,member,S32006,M32025,M32025,S32006,11:10,11:10,20:55,2025-10-26,2025-10-26,0,9h 45m,DF6A2FFE67E669E8,AAAF7B8018BD172B,2,Arrival times within ±1 minutes,"(member, Davis Square -> Linear Park - Mass. Ave. at Cameron Ave. , ~670)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,5,6
COMMUTER_member_Cambridge Main Library at Broadway / Trowbridge St~Linear Park - Mass. Ave. at Cameron Ave. ,HIGH,Matched Outbound + Return Journey,member,M32013,M32025,M32025,M32013,09:48,09:48,23:06,2025-10-02,2025-10-02,0,13h 18m,237ED156158D7DFB,7751D2E79A59DA6D,2,Arrival times within ±1 minutes,"(member, Cambridge Main Library at Broadway / Trowbridge St -> Linear Park - Mass. Ave. at Cameron Ave. , ~588)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,5,7,5,7
COMMUTER_member_Kenmore Square - 660 Beacon St~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,member,B32011,B32060,B32060,B32011,08:37,08:37,18:07,2025-10-29,2025-10-29,0,9h 30m,44208CAF122360C1,F790B3E54C3FCC55,2,Arrival times within ±0 minutes,"(member, Kenmore Square - 660 Beacon St -> Commonwealth Ave at Granby St, ~516)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,5,9
COMMUTER_casual_Community Path at Cedar Street~Linear Park - Mass. Ave. at Cameron Ave. ,HIGH,Matched Outbound + Return Journey,casual,S32022,M32025,M32025,S32022,07:08,07:08,15:37,2025-10-17,2025-10-17,0,8h 29m,6992E6C09F55A503,AD66061981C75D2E,2,Arrival times within ±0 minutes,"(casual, Community Path at Cedar Street -> Linear Park - Mass. Ave. at Cameron Ave. , ~428)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Lower Cambridgeport at Magazine St / Riverside Rd~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32022,M32018,M32018,M32022,10:55,10:55,16:55,2025-10-14,2025-10-14,0,6h 0m,B39FD9EF3E398994,B37F12F21A2705E7,2,Arrival times within ±0 minutes,"(member, Lower Cambridgeport at Magazine St / Riverside Rd -> Harvard Square at Mass Ave/ Dunster, ~654)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Boylston St at Massachusetts Ave~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,B32018,M32018,M32018,B32018,10:10,10:10,17:40,2025-10-04,2025-10-04,0,7h 30m,86A4839FFB6F6E95,EB37351FAEBF7424,2,Arrival times within ±0 minutes,"(casual, Boylston St at Massachusetts Ave -> Harvard Square at Mass Ave/ Dunster, ~610)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,3,4
COMMUTER_casual_Christian Science Plaza - Massachusetts Ave at Westland Ave~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,B32005,M32018,M32018,B32005,17:25,17:25,21:35,2025-10-07,2025-10-07,0,4h 10m,77509F0430EFB8EE,F67D338E30BB4D13,2,Arrival times within ±0 minutes,"(casual, Christian Science Plaza - Massachusetts Ave at Westland Ave -> Harvard Square at Mass Ave/ Dunster, ~1044)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,4
COMMUTER_member_955 Mass Ave~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32073,M32018,M32018,M32073,08:51,08:51,13:57,2025-10-02,2025-10-02,0,5h 6m,CB6FBD20DDBEE88A,52B4FDD349A17C90,2,Arrival times within ±0 minutes,"(member, 955 Mass Ave -> Harvard Square at Mass Ave/ Dunster, ~530)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,4,5,6
COMMUTER_casual_Charles Circle - Charles St at Cambridge St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,D32016,M32018,M32018,D32016,02:12,02:12,14:54,2025-10-06,2025-10-06,0,12h 42m,4AEF7F02C6D1EE6B,12B31848A7A78C12,2,Arrival times within ±0 minutes,"(casual, Charles Circle - Charles St at Cambridge St -> Harvard Square at Mass Ave/ Dunster, ~132)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_casual_Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,M32012,M32018,M32018,M32012,00:27,00:27,14:38,2025-10-04,2025-10-04,0,14h 11m,FC85D68C8ABCCA5D,4D9C4DE35D38FFD1,2,Arrival times within ±0 minutes,"(casual, Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St -> Harvard Square at Mass Ave/ Dunster, ~26)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Graham and Parks School – Linnaean St at Walker St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32068,M32018,M32018,M32068,07:42,07:42,18:49,2025-10-17,2025-10-17,0,11h 7m,9D4F427D5ED42E6E,9A857518E91E2631,2,Arrival times within ±1 minutes,"(member, Graham and Parks School – Linnaean St at Walker St -> Harvard Square at Mass Ave/ Dunster, ~462)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,3,2,5
COMMUTER_member_175 N Harvard St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,A32019,M32018,M32018,A32019,07:57,07:57,12:25,2025-10-06,2025-10-06,0,4h 28m,352F4311ACED9367,C9726F38E9543AE3,2,Arrival times within ±0 minutes,"(member, 175 N Harvard St -> Harvard Square at Mass Ave/ Dunster, ~476)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,2,2,2
COMMUTER_member_Inman Square at Springfield St.~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32062,M32018,M32018,M32062,07:26,07:26,16:44,2025-10-31,2025-10-31,0,9h 18m,713E1938B9ECDCC1,015519998355B82B,2,Arrival times within ±1 minutes,"(member, Inman Square at Springfield St. -> Harvard Square at Mass Ave/ Dunster, ~446)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,4,9,4
COMMUTER_member_Beacon St at Washington / Kirkland~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,S32003,M32018,M32018,S32003,14:29,14:29,23:26,2025-10-17,2025-10-17,0,8h 57m,6AB979B83BC463A4,0ED5CD0298AA3D30,2,Arrival times within ±1 minutes,"(member, Beacon St at Washington / Kirkland -> Harvard Square at Mass Ave/ Dunster, ~868)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,3
COMMUTER_member_One Kendall Square at Hampshire St / Portland St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32002,M32018,M32018,M32002,07:46,07:46,16:52,2025-10-31,2025-10-31,0,9h 6m,90EFE3886C315453,9F45BD9C56E87406,2,Arrival times within ±0 minutes,"(member, One Kendall Square at Hampshire St / Portland St -> Harvard Square at Mass Ave/ Dunster, ~466)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,7,3,7
COMMUTER_casual_Mugar Way at Beacon St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,D32017,M32018,M32018,D32017,13:41,13:41,18:31,2025-10-03,2025-10-03,0,4h 50m,A0B4D94E9A90C5CF,F7FA7B6C621FC5C2,2,Arrival times within ±0 minutes,"(casual, Mugar Way at Beacon St -> Harvard Square at Mass Ave/ Dunster, ~820)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,4,6,4
COMMUTER_member_MIT at Mass Ave / Amherst St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32006,M32018,M32018,M32006,14:46,14:46,20:09,2025-10-15,2025-10-15,0,5h 23m,0E876469961BC95E,4BD2842D0538D129,2,Arrival times within ±1 minutes,"(member, MIT at Mass Ave / Amherst St -> Harvard Square at Mass Ave/ Dunster, ~886)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,4,9,9,14
COMMUTER_member_Washington St at Myrtle St~Broadway at Kittie Knox Bike Path,HIGH,Matched Outbound + Return Journey,member,S32021,Z32998,Z32998,S32021,09:32,09:32,17:00,2025-10-01,2025-10-01,0,7h 28m,6BBF68385040A434,2E1CBE4F3B3878BD,2,Arrival times within ±1 minutes,"(member, Washington St at Myrtle St -> Broadway at Kittie Knox Bike Path, ~572)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,3,3,3,7
COMMUTER_casual_Harvard Square at Mass Ave/ Dunster~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,M32018,M32018,M32018,M32018,12:09,12:09,18:44,2025-10-27,2025-10-27,0,6h 35m,B9937C1D6A95AB99,C117313E18515585,2,Arrival times within ±0 minutes,"(casual, Harvard Square at Mass Ave/ Dunster -> Harvard Square at Mass Ave/ Dunster, ~728)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique,2,4,4,4
