Person_ID,Identification_Confidence,Evidence_Type,Member_Type,Outbound_start_station_id,Outbound_end_station_id,Return_start_station_id,Return_end_station_id,Outbound_Undock_Time,Outbound_Redock_Time,Return_Undock_Time,Outbound_Date,Return_Date,Outbound_Bike_Time_Minutes,Time_At_Destination,Outbound_Ride_ID,Return_Ride_ID,Number_Of_Matched_Pairs,Pattern_Consistency,Quasi_Identifier,Why_Not_Anonymous,Anonymity_Set_Size,Uniqueness_Score,K_Anonymity_Violated,Privacy_Risk_Level
COMMUTER_member_Charles Circle - Charles St at Cambridge St~359 Broadway - Broadway at Fayette Street,HIGH,Matched Outbound + Return Journey,member,D32016,M32026,M32026,D32016,02:38,02:38,11:56,2025-10-11,2025-10-11,0,9h 18m,646F6525FDEA0FB9,848B42279554E2BF,3,Arrival times within ±1 minutes,"(member, Charles Circle - Charles St at Cambridge St -> 359 Broadway - Broadway at Fayette Street, ~155)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Lewis Wharf at Atlantic Ave~Constitution Rd at Chelsea St,HIGH,Matched Outbound + Return Journey,member,D32006,D32065,D32065,D32006,07:50,07:50,16:39,2025-10-10,2025-10-10,0,8h 49m,9AB5F42EE2B65AD6,E551D3D9D74095C2,3,Arrival times within ±4 minutes,"(member, Lewis Wharf at Atlantic Ave -> Constitution Rd at Chelsea St, ~470)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Forsyth St at Huntington Ave~Huntington Ave at Colburn St,HIGH,Matched Outbound + Return Journey,member,B32062,B32039,B32039,B32062,13:47,13:47,18:06,2025-10-03,2025-10-03,0,4h 19m,3400B5C9E32600F4,AE5CF89C4FBE2343,3,Arrival times within ±2 minutes,"(member, Forsyth St at Huntington Ave -> Huntington Ave at Colburn St, ~825)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Tremont St at E Berkeley St~Chinatown Gate Plaza,HIGH,Matched Outbound + Return Journey,member,C32000,D32015,D32015,C32000,10:17,10:17,15:28,2025-10-28,2025-10-28,0,5h 11m,B0928F703636EB37,E4577EB17CB67B87,3,Arrival times within ±1 minutes,"(member, Tremont St at E Berkeley St -> Chinatown Gate Plaza, ~615)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Huron Ave At Vassal Lane~Harvard Square at Brattle St / Eliot St,HIGH,Matched Outbound + Return Journey,casual,M32044,M32017,M32017,M32044,00:08,00:08,13:02,2025-10-06,2025-10-06,0,12h 54m,43971AE095A208DA,86BEA9BC35826DB4,3,Arrival times within ±1 minutes,"(casual, Huron Ave At Vassal Lane -> Harvard Square at Brattle St / Eliot St, ~5)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_MIT at Mass Ave / Amherst St~One Broadway / Kendall Sq at Main St / 3rd St,HIGH,Matched Outbound + Return Journey,member,M32006,M32003,M32003,M32006,08:05,08:05,13:05,2025-10-07,2025-10-07,0,5h 0m,2BD79E35274D7FFA,F92C3677B4030353,3,Arrival times within ±1 minutes,"(member, MIT at Mass Ave / Amherst St -> One Broadway / Kendall Sq at Main St / 3rd St, ~485)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Harvard University Radcliffe Quadrangle at Shepard St / Garden St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,M32024,M32018,M32018,M32024,02:17,02:17,13:49,2025-10-19,2025-10-19,0,11h 32m,D6A20BFB5A347F17,2814EE2E161888B6,3,Arrival times within ±2 minutes,"(casual, Harvard University Radcliffe Quadrangle at Shepard St / Garden St -> Harvard Square at Mass Ave/ Dunster, ~135)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Newbury St at Hereford St~South Station - 700 Atlantic Ave,HIGH,Matched Outbound + Return Journey,member,B32000,A32010,A32010,B32000,07:50,07:50,16:36,2025-10-06,2025-10-06,0,8h 46m,2EC5DA15FF1D9C19,F4F095F2E02B9A7F,3,Arrival times within ±2 minutes,"(member, Newbury St at Hereford St -> South Station - 700 Atlantic Ave, ~470)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Congress St at Northern Ave~South Station - 700 Atlantic Ave,HIGH,Matched Outbound + Return Journey,member,C32032,A32010,A32010,C32032,06:42,06:42,17:05,2025-10-08,2025-10-08,0,10h 23m,42568D70F6FA933B,8955B36005E7CA72,3,Arrival times within ±3 minutes,"(member, Congress St at Northern Ave -> South Station - 700 Atlantic Ave, ~400)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_W Broadway at D St~South Station - 700 Atlantic Ave,HIGH,Matched Outbound + Return Journey,member,C32029,A32010,A32010,C32029,08:09,08:09,18:02,2025-10-09,2025-10-09,0,9h 53m,0672127499952576,2D2C75328E39BB09,3,Arrival times within ±0 minutes,"(member, W Broadway at D St -> South Station - 700 Atlantic Ave, ~485)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Commonwealth Ave at Griggs St~B.U. Central T Stop - 725 Commonwealth Ave,HIGH,Matched Outbound + Return Journey,member,A32017,A32003,A32003,A32017,07:56,07:56,13:20,2025-10-28,2025-10-28,0,5h 24m,A22EA1D40EC7DD8E,676DA361A01983BB,3,Arrival times within ±3 minutes,"(member, Commonwealth Ave at Griggs St -> B.U. Central T Stop - 725 Commonwealth Ave, ~475)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_The Eddy - New St at Sumner St~Maverick Square - Lewis Mall,HIGH,Matched Outbound + Return Journey,member,A32033,A32030,A32030,A32033,08:28,08:28,18:09,2025-10-06,2025-10-06,0,9h 41m,963EE97E65588B9A,13946A752EC69839,3,Arrival times within ±2 minutes,"(member, The Eddy - New St at Sumner St -> Maverick Square - Lewis Mall, ~505)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Cambridge St at Warren St~Boston College T,HIGH,Matched Outbound + Return Journey,casual,D32079,N32009,N32009,D32079,09:49,09:49,14:48,2025-10-18,2025-10-18,0,4h 59m,B80BE8912551C29A,0C9064BFF213A164,3,Arrival times within ±1 minutes,"(casual, Cambridge St at Warren St -> Boston College T, ~585)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Warren Ave at Dartmouth St~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,C32076,D32016,D32016,C32076,06:27,06:27,19:27,2025-10-31,2025-10-31,0,13h 0m,15417FF224EAC1F6,0EA19BEF549986D1,3,Arrival times within ±4 minutes,"(member, Warren Ave at Dartmouth St -> Charles Circle - Charles St at Cambridge St, ~385)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Cambridge Dept. of Public Works -147 Hampshire St.~Charles Circle - Charles St at Cambridge St,HIGH,Matched Outbound + Return Journey,member,M32052,D32016,D32016,M32052,07:26,07:26,17:55,2025-10-06,2025-10-06,0,10h 29m,D7BDE994C52B2E5F,33EEC0DE40E14D83,3,Arrival times within ±3 minutes,"(member, Cambridge Dept. of Public Works -147 Hampshire St. -> Charles Circle - Charles St at Cambridge St, ~445)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Graham and Parks School – Linnaean St at Walker St~Harvard Kennedy School at Bennett St / Eliot St,HIGH,Matched Outbound + Return Journey,member,M32068,M32016,M32016,M32068,08:49,08:49,14:50,2025-10-16,2025-10-16,0,6h 1m,3D2BBDF7B1D7AE4E,F1BAD890D8C45863,3,Arrival times within ±4 minutes,"(member, Graham and Parks School – Linnaean St at Walker St -> Harvard Kennedy School at Bennett St / Eliot St, ~525)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Inman Square at Springfield St.~Harvard Kennedy School at Bennett St / Eliot St,HIGH,Matched Outbound + Return Journey,member,M32062,M32016,M32016,M32062,08:18,08:18,15:17,2025-10-30,2025-10-30,0,6h 59m,1BDC5AE87220A250,832C82E12457046E,3,Arrival times within ±3 minutes,"(member, Inman Square at Springfield St. -> Harvard Kennedy School at Bennett St / Eliot St, ~495)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_South Station - 700 Atlantic Ave~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,A32010,D32039,D32039,A32010,08:44,08:44,15:26,2025-10-20,2025-10-20,0,6h 42m,00E9D268460CBA5B,97CFBA15B1582AEF,3,Arrival times within ±1 minutes,"(member, South Station - 700 Atlantic Ave -> Charlestown Navy Yard, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Seaport Blvd at Sleeper St~W Broadway at D St,HIGH,Matched Outbound + Return Journey,member,C32036,C32029,C32029,C32036,08:53,08:53,18:34,2025-10-10,2025-10-10,0,9h 41m,F406FCB928FE42C8,FF1BA0363C77EE1F,3,Arrival times within ±3 minutes,"(member, Seaport Blvd at Sleeper St -> W Broadway at D St, ~530)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Medford St at Charlestown BCYF~Chelsea St at Medford St,HIGH,Matched Outbound + Return Journey,member,D32037,D32067,D32067,D32037,09:44,09:44,18:54,2025-10-23,2025-10-23,0,9h 10m,2BB2A63615D739F1,3B206F9B790B05E1,3,Arrival times within ±2 minutes,"(member, Medford St at Charlestown BCYF -> Chelsea St at Medford St, ~580)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Honan Library~Harvard Kennedy School at Bennett St / Eliot St,HIGH,Matched Outbound + Return Journey,member,A32040,M32016,M32016,A32040,10:14,10:14,21:09,2025-10-25,2025-10-25,0,10h 55m,8660A15C9B378DB7,3C3C55F4A23C1412,3,Arrival times within ±1 minutes,"(member, Honan Library -> Harvard Kennedy School at Bennett St / Eliot St, ~610)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_MIT at Mass Ave / Amherst St~955 Mass Ave,HIGH,Matched Outbound + Return Journey,casual,M32006,M32073,M32073,M32006,13:20,13:20,23:28,2025-10-03,2025-10-03,0,10h 8m,DADA872E9FB3F94C,C12A55F80A46C87C,3,Arrival times within ±0 minutes,"(casual, MIT at Mass Ave / Amherst St -> 955 Mass Ave, ~800)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_55 Wheeler Street~Harvard Kennedy School at Bennett St / Eliot St,HIGH,Matched Outbound + Return Journey,member,M32088,M32016,M32016,M32088,08:44,08:44,16:30,2025-10-03,2025-10-03,0,7h 46m,76BA41B1EB382D06,8534B74F77FA412A,3,Arrival times within ±4 minutes,"(member, 55 Wheeler Street -> Harvard Kennedy School at Bennett St / Eliot St, ~520)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Aquarium T Stop - 200 Atlantic Ave~Fan Pier,HIGH,Matched Outbound + Return Journey,member,B32004,A32000,A32000,B32004,07:44,07:44,14:34,2025-10-03,2025-10-03,0,6h 50m,4290B146E9BF4147,326B10417CBA1650,3,Arrival times within ±3 minutes,"(member, Aquarium T Stop - 200 Atlantic Ave -> Fan Pier, ~460)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_W Broadway at Dorchester St~South Boston Library - 646 E Broadway,HIGH,Matched Outbound + Return Journey,casual,C32016,C32017,C32017,C32016,02:10,02:10,12:18,2025-10-18,2025-10-18,0,10h 8m,D4AAE8A9474BF374,C6E1E01D78000AA0,3,Arrival times within ±3 minutes,"(casual, W Broadway at Dorchester St -> South Boston Library - 646 E Broadway, ~130)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Grove St at Community Path~Huron Ave At Vassal Lane,HIGH,Matched Outbound + Return Journey,member,S32019,M32044,M32044,S32019,06:42,06:42,13:02,2025-10-06,2025-10-06,0,6h 20m,21638332308DE96F,419F029F486A6699,3,Arrival times within ±3 minutes,"(member, Grove St at Community Path -> Huron Ave At Vassal Lane, ~400)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Mass Ave at Albany St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32061,M32037,M32037,M32061,09:51,09:51,19:05,2025-10-02,2025-10-02,0,9h 14m,DE14AB75EDC49219,BBAFD7FEBC810D4F,3,Arrival times within ±1 minutes,"(member, Mass Ave at Albany St -> Ames St at Main St, ~590)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Mass Ave/Lafayette Square~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32085,M32037,M32037,M32085,09:55,09:55,17:31,2025-10-01,2025-10-01,0,7h 36m,7615F59307AB8134,BFE8213EC1895F2F,3,Arrival times within ±4 minutes,"(member, Mass Ave/Lafayette Square -> Ames St at Main St, ~595)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_East Somerville Library (Broadway and Illinois)~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,S32017,M32037,M32037,S32017,07:10,07:10,17:04,2025-10-23,2025-10-23,0,9h 54m,0D610385E6FE5849,A5435D8F56234DB0,3,Arrival times within ±2 minutes,"(member, East Somerville Library (Broadway and Illinois) -> Ames St at Main St, ~430)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Marion St at Harvard St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,K32012,M32037,M32037,K32012,08:03,08:03,17:16,2025-10-16,2025-10-16,0,9h 13m,29A322305996E174,D2142B00A841BDFA,3,Arrival times within ±1 minutes,"(member, Marion St at Harvard St -> Ames St at Main St, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Harvard Square at Mass Ave/ Dunster~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32018,M32011,M32011,M32018,17:55,17:55,22:19,2025-10-18,2025-10-18,0,4h 24m,819E5C28A5676244,11B5101323083566,3,Arrival times within ±2 minutes,"(member, Harvard Square at Mass Ave/ Dunster -> Central Square at Mass Ave / Essex St, ~1075)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_MIT at Mass Ave / Amherst St~Central Square at Mass Ave / Essex St,HIGH,Matched Outbound + Return Journey,member,M32006,M32011,M32011,M32006,12:26,12:26,23:33,2025-10-27,2025-10-27,0,11h 7m,98E37AD6C9AA7C11,85DEA8BF034FD500,3,Arrival times within ±3 minutes,"(member, MIT at Mass Ave / Amherst St -> Central Square at Mass Ave / Essex St, ~745)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Gore Street at Lambert Street~Kendall T,HIGH,Matched Outbound + Return Journey,member,M32081,M32004,M32004,M32081,12:07,12:07,18:52,2025-10-05,2025-10-05,0,6h 45m,5B3A0CCA993433CF,8C4BDFB11F30F8B2,3,Arrival times within ±2 minutes,"(member, Gore Street at Lambert Street -> Kendall T, ~725)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Inman Square at Springfield St.~Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,HIGH,Matched Outbound + Return Journey,member,M32062,B32002,B32002,M32062,08:50,08:50,17:23,2025-10-28,2025-10-28,0,8h 33m,D512854F9877692F,4FA2F7A71E0D5B76,3,Arrival times within ±1 minutes,"(member, Inman Square at Springfield St. -> Ruggles T Stop - Columbus Ave at Melnea Cass Blvd, ~530)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Government Center - Cambridge St at Court St~Charlestown Navy Yard,HIGH,Matched Outbound + Return Journey,member,B32032,D32039,D32039,B32032,09:38,09:38,17:52,2025-10-27,2025-10-27,0,8h 14m,53BA6C257CE92DB2,9E5370BAB03A41D0,3,Arrival times within ±2 minutes,"(member, Government Center - Cambridge St at Court St -> Charlestown Navy Yard, ~575)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Deerfield St at Commonwealth Ave~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,member,B32037,B32060,B32060,B32037,11:03,11:03,15:52,2025-10-03,2025-10-03,0,4h 49m,78E9266EC71ED9C3,8FB0B1E314214A82,3,Arrival times within ±1 minutes,"(member, Deerfield St at Commonwealth Ave -> Commonwealth Ave at Granby St, ~660)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Honan Library~N. Harvard St at Harvard Way,HIGH,Matched Outbound + Return Journey,member,A32040,A32015,A32015,A32040,08:50,08:50,13:59,2025-10-17,2025-10-17,0,5h 9m,FB352EFCC76FCF1B,93E1C121944AE000,3,Arrival times within ±4 minutes,"(member, Honan Library -> N. Harvard St at Harvard Way, ~530)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Forest River Park~Forest River Park,HIGH,Matched Outbound + Return Journey,casual,T32010,T32010,T32010,T32010,16:43,16:43,21:37,2025-10-24,2025-10-24,0,4h 54m,B515DD6E06F72F5E,AB44D169A69A42DE,3,Arrival times within ±0 minutes,"(casual, Forest River Park -> Forest River Park, ~1000)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,M32012,M32018,M32018,M32012,07:51,07:51,12:49,2025-10-19,2025-10-19,0,4h 58m,14078D6AB75652ED,9F6E21449A495070,3,Arrival times within ±1 minutes,"(member, Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St -> Harvard Square at Mass Ave/ Dunster, ~470)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Ruggles T Stop - Columbus Ave at Melnea Cass Blvd~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,member,B32002,M32018,M32018,B32002,08:34,08:34,16:28,2025-10-28,2025-10-28,0,7h 54m,D4EECE8286E750D9,1C1DDCED98A098ED,3,Arrival times within ±4 minutes,"(member, Ruggles T Stop - Columbus Ave at Melnea Cass Blvd -> Harvard Square at Mass Ave/ Dunster, ~510)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Canal St at Causeway St~South Station - 700 Atlantic Ave,HIGH,Matched Outbound + Return Journey,member,A32046,A32010,A32010,A32046,07:33,07:33,15:44,2025-10-27,2025-10-27,0,8h 11m,F5853A9C92D5AC88,60F1FFEECB23BBD1,3,Arrival times within ±3 minutes,"(member, Canal St at Causeway St -> South Station - 700 Atlantic Ave, ~450)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Sidney Research Campus/Erie Street at Waverly~MIT Stata Center at Vassar St / Main St,HIGH,Matched Outbound + Return Journey,member,M32047,M32005,M32005,M32047,08:57,08:57,18:21,2025-10-16,2025-10-16,0,9h 24m,A04ED1C044D164B8,BF97FF32CDCD1485,3,Arrival times within ±2 minutes,"(member, Sidney Research Campus/Erie Street at Waverly -> MIT Stata Center at Vassar St / Main St, ~535)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_John Ahern Field at Kennedy-Longfellow School~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32083,M32037,M32037,M32083,09:16,09:16,15:09,2025-10-03,2025-10-03,0,5h 53m,313FD1AA738D4B82,37E6A4AAC2FDE88E,3,Arrival times within ±1 minutes,"(member, John Ahern Field at Kennedy-Longfellow School -> Ames St at Main St, ~555)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Massachusetts Ave at Boylston St.~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,B32065,M32037,M32037,B32065,09:52,09:52,17:51,2025-10-10,2025-10-10,0,7h 59m,F5AF348B6F8A2DBA,09251D57275387B4,3,Arrival times within ±3 minutes,"(member, Massachusetts Ave at Boylston St. -> Ames St at Main St, ~590)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Commonwealth Ave At Babcock St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,casual,K32006,M32037,M32037,K32006,08:25,08:25,16:06,2025-10-07,2025-10-07,0,7h 41m,7C92192F0EB13CD8,F7958840763E61F2,3,Arrival times within ±3 minutes,"(casual, Commonwealth Ave At Babcock St -> Ames St at Main St, ~505)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Kennedy-Longfellow School 158 Spring St~Ames St at Main St,HIGH,Matched Outbound + Return Journey,member,M32065,M32037,M32037,M32065,10:47,10:47,16:16,2025-10-16,2025-10-16,0,5h 29m,446F12FDE23B15CF,979342BBAA0E77E4,3,Arrival times within ±2 minutes,"(member, Kennedy-Longfellow School 158 Spring St -> Ames St at Main St, ~645)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_MLK Blvd at Washington St~St. Alphonsus St at Tremont St,HIGH,Matched Outbound + Return Journey,member,B32023,B32063,B32063,B32023,12:00,12:00,20:44,2025-10-22,2025-10-22,0,8h 44m,E3834FB45AD771E2,9CE2F0632FB92EFD,3,Arrival times within ±4 minutes,"(member, MLK Blvd at Washington St -> St. Alphonsus St at Tremont St, ~720)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Boylston St at Exeter St~Stuart St at Charles St,HIGH,Matched Outbound + Return Journey,casual,D32046,D32011,D32011,D32046,12:30,12:30,21:26,2025-10-03,2025-10-03,0,8h 56m,B9BD004E7A05B5E5,FD55ABD5044514AB,3,Arrival times within ±0 minutes,"(casual, Boylston St at Exeter St -> Stuart St at Charles St, ~750)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Franklin St at Cambridge St~Church St,HIGH,Matched Outbound + Return Journey,casual,D32078,M32087,M32087,D32078,13:12,13:12,19:00,2025-10-07,2025-10-07,0,5h 48m,65858E050B85848C,A53E8220AB463F6E,3,Arrival times within ±1 minutes,"(casual, Franklin St at Cambridge St -> Church St, ~790)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Sidney Research Campus/Erie Street at Waverly~Main Street/Albany Street/Technology Square,HIGH,Matched Outbound + Return Journey,member,M32047,M32080,M32080,M32047,08:21,08:21,17:00,2025-10-08,2025-10-08,0,8h 39m,E9C6B6A3B28655E0,DAE3DCA6178D62F0,3,Arrival times within ±2 minutes,"(member, Sidney Research Campus/Erie Street at Waverly -> Main Street/Albany Street/Technology Square, ~500)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Lansdowne T Stop~Harvard Square at Mass Ave/ Dunster,HIGH,Matched Outbound + Return Journey,casual,B32058,M32018,M32018,B32058,01:21,01:21,15:48,2025-10-05,2025-10-05,0,14h 27m,81743D368BE91D64,8CE280E6EAECC1B1,3,Arrival times within ±2 minutes,"(casual, Lansdowne T Stop -> Harvard Square at Mass Ave/ Dunster, ~80)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Packard's Corner - Commonwealth Ave at Brighton Ave~Brighton Ave at Linden St,HIGH,Matched Outbound + Return Journey,member,A32012,D32058,D32058,A32012,15:00,15:00,21:19,2025-10-11,2025-10-11,0,6h 19m,AB551C8442BAD2FF,C84AD0C317D2DDAE,3,Arrival times within ±0 minutes,"(member, Packard's Corner - Commonwealth Ave at Brighton Ave -> Brighton Ave at Linden St, ~900)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_Harvard St and Stedman St~Commonwealth Ave at Granby St,HIGH,Matched Outbound + Return Journey,member,K32017,B32060,B32060,K32017,08:01,08:01,16:26,2025-10-31,2025-10-31,0,8h 25m,C7D60F74B3DCE14B,B7578C106F8CE782,3,Arrival times within ±3 minutes,"(member, Harvard St and Stedman St -> Commonwealth Ave at Granby St, ~480)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_casual_Cross St at Hanover St~Warren St at Chelsea St,HIGH,Matched Outbound + Return Journey,casual,D32010,D32021,D32021,D32010,09:16,09:16,18:45,2025-10-05,2025-10-05,0,9h 29m,86F812C61F6AC052,16DA1AD0F9498038,3,Arrival times within ±1 minutes,"(casual, Cross St at Hanover St -> Warren St at Chelsea St, ~555)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
COMMUTER_member_South End Library - Tremont St at W Newton St~Binney St / Sixth St,HIGH,Matched Outbound + Return Journey,member,A32009,M32027,M32027,A32009,08:16,08:16,12:18,2025-10-14,2025-10-14,0,4h 2m,1C09A648A2E4FEE7,0EF81036D3D44FA1,3,Arrival times within ±0 minutes,"(member, South End Library - Tremont St at W Newton St -> Binney St / Sixth St, ~495)",Same member type + route + precise arrival time + return journey = clear person identification,0,0,YES - K-anonymity violated!,CRITICAL - Almost unique
